fips,lc_type,clr,y_county,y_pool,p_county,p_pool,contrib,abs_diff
6029,barren,indigo,4,26,0.0044444444444444444,0.0020031159581571333,0.0035420041312423135,0.002441328486287311
6029,barren,navy,115,1737,0.10311111111111111,0.128941316121374,-0.023050512771404394,0.025830205010262883
6029,barren,orange,119,1777,0.10666666666666667,0.1319088953186438,-0.02265629762048582,0.02524222865197713
6029,barren,purple,43,139,0.03911111111111111,0.010386527190444394,0.05185730858131828,0.028724583920666714
6029,barren,red,43,839,0.03911111111111111,0.06231916314266637,-0.018220395104045647,0.023208052031555258
6029,crop,alabaster,445,1883,0.24017232094776522,0.21993929488676162,0.021136387610683555,0.020233026061003606
6029,crop,amber,16,42,0.009154550350026925,0.005019845902404857,0.005500528286564076,0.004134704447622068
6029,crop,cocoa,640,1230,0.34518039849219173,0.1437076815316367,0.3024767256678558,0.20147271696055502
6029,crop,green,42,68,0.023155627355950458,0.008055101564324072,0.024450772719716362,0.015100525791626386
6029,crop,grey,180,1036,0.09746903607969844,0.12106000466962409,-0.021126567585103652,0.023590968589925654
6029,crop,indigo,32,78,0.017770597738287562,0.009222507588139155,0.011655704949988308,0.008548090150148407
6029,crop,navy,152,154,0.08239095315024232,0.018094793369133784,0.12489244178689138,0.06429615978110853
6029,crop,orange,191,192,0.10339256865912763,0.0225309362596311,0.15753344413006856,0.08086163239949654
6029,crop,red,121,128,0.06569736133548734,0.01505953770721457,0.09677531660618834,0.05063782362827277
6029,forest,alabaster,443,6794,0.11364218070130534,0.08770005162622613,0.02944835492472534,0.025942129075079215
6029,forest,amber,65,1227,0.016892756590734578,0.015849251419721218,0.0010771270237581666,0.0010435051710133599
6029,forest,cocoa,1826,22064,0.4676222165344254,0.28478316985028396,0.23190912838371716,0.18283904668414142
6029,forest,green,714,8291,0.18300486306629127,0.10702116675271038,0.09817956373099623,0.07598369631358089
6029,forest,grey,17,61,0.004607115433836704,0.0008002065049044915,0.008064697495701262,0.0038069089289322123
6029,forest,indigo,6,1049,0.0017916560020476069,0.013551884357253486,-0.0036252103663713233,0.01176022835520588
6029,forest,lemon,2,21,0.0007678525723061172,0.0002839442436757873,0.0007638749867742426,0.0004839083286303299
6029,forest,navy,217,3173,0.05579728692091118,0.040965410428497676,0.017241204542808794,0.014831876492413507
6029,forest,orange,356,4344,0.09137445610442795,0.05607898812596799,0.044609445010730726,0.035295467978459956
6029,forest,red,223,1855,0.05733299206552342,0.023954568921011873,0.05003548606561179,0.033378423144511546
6029,grass,alabaster,421,2565,0.29572529782761037,0.24159683645607757,0.05978400473971006,0.05412846137153279
6029,grass,amber,67,267,0.04765241765942537,0.025233028904999528,0.03029643310909378,0.022419388754425843
6029,grass,cocoa,435,2647,0.3055360896986685,0.249317390076264,0.06212806324853657,0.05621869962240453
6029,grass,green,68,202,0.04835318850735809,0.019113077864607853,0.04487946451829859,0.029240110642750238
6029,grass,grey,64,115,0.04555010511562719,0.010921758779775916,0.06504809697702062,0.034628346335851275
6029,grass,indigo,6,30,0.004905395935529082,0.002918745880802184,0.002546792190542461,0.001986650054726898
6029,grass,lemon,1,42,0.001401541695865452,0.004048582995951417,-0.0014867471622829905,0.002647041300085965
6029,grass,navy,117,646,0.08269096005606166,0.06091705112512946,0.025270122948505353,0.0217739089309322
6029,grass,orange,124,668,0.08759635599159075,0.06298841916956972,0.028888271900733696,0.02460793682202103
6029,grass,purple,4,123,0.00350385423966363,0.011674983523208737,-0.004217185768487152,0.008171129283545107
6029,grass,red,82,201,0.05816398037841626,0.019018924771678748,0.06501754369651577,0.03914505560673751
6029,shrub,alabaster,1125,4789,0.15486177967267226,0.10808493354694587,0.055690717272013336,0.046776846125726385
6029,shrub,amber,474,1024,0.06532801540365837,0.023128821896789043,0.06783278489485216,0.042199193506869334
6029,shrub,cocoa,3044,12629,0.41878696190345205,0.2849922151770201,0.16119130338677326,0.13379474672643193
6029,shrub,green,503,1408,0.06931646265988173,0.03179366834397635,0.05402630967590759,0.037522794315905376
6029,shrub,grey,10,76,0.0015128593040847202,0.001737482230295372,-0.00020943363404830602,0.00022462292621065185
6029,shrub,indigo,5,184,0.000825195984046211,0.004174470293566802,-0.0013377432311106204,0.0033492743095205916
6029,shrub,lemon,2,766,0.0004125979920231055,0.017307128190085067,-0.0015416311356414923,0.01689453019806196
6029,shrub,navy,741,2751,0.10204923669371475,0.062098066204842386,0.05069199509134075,0.03995117048887237
