h3,total_exposure,exposure_bin
8929a1c2923ffff,15,Moderate (10-19)
89281541d63ffff,15,Moderate (10-19)
89283092513ffff,15,Moderate (10-19)
892832a3287ffff,15,Moderate (10-19)
8929a0293d3ffff,15,Moderate (10-19)
8929a46b32fffff,15,Moderate (10-19)
8929ab08547ffff,15,Moderate (10-19)
8929a00c637ffff,15,Moderate (10-19)
8929aeba1a7ffff,15,Moderate (10-19)
8928345150bffff,15,Moderate (10-19)
892830924c3ffff,15,Moderate (10-19)
8929a08a897ffff,15,Moderate (10-19)
8928361762bffff,15,Moderate (10-19)
8929a1c2943ffff,15,Moderate (10-19)
8929a46b367ffff,15,Moderate (10-19)
8929a390e17ffff,15,Moderate (10-19)
89283208087ffff,15,Moderate (10-19)
89283011d4fffff,15,Moderate (10-19)
89283638d0fffff,15,Moderate (10-19)
89283098457ffff,15,Moderate (10-19)
8929a14a5bbffff,15,Moderate (10-19)
892814cf243ffff,15,Moderate (10-19)
8928309869bffff,15,Moderate (10-19)
8929a01460fffff,15,Moderate (10-19)
8929a4666c3ffff,15,Moderate (10-19)
8928309854bffff,15,Moderate (10-19)
8929a0ce2c7ffff,15,Moderate (10-19)
8929ab0300fffff,15,Moderate (10-19)
892989bb263ffff,15,Moderate (10-19)
892836d5117ffff,15,Moderate (10-19)
8929a40c4b3ffff,15,Moderate (10-19)
89283618d47ffff,15,Moderate (10-19)
8929ab03017ffff,15,Moderate (10-19)
8929a186da7ffff,15,Moderate (10-19)
8929a120d3bffff,15,Moderate (10-19)
892815c4d2fffff,15,Moderate (10-19)
892832ba4afffff,15,Moderate (10-19)
8929a46669bffff,15,Moderate (10-19)
892832a101bffff,15,Moderate (10-19)
89283098873ffff,15,Moderate (10-19)
8929a0993cbffff,15,Moderate (10-19)
8929a466613ffff,15,Moderate (10-19)
8929a578e67ffff,15,Moderate (10-19)
89283206eafffff,15,Moderate (10-19)
8929a1c2db3ffff,15,Moderate (10-19)
89283010ac3ffff,15,Moderate (10-19)
8929a11923bffff,15,Moderate (10-19)
8929ab8e603ffff,15,Moderate (10-19)
89283098d23ffff,15,Moderate (10-19)
892832995b7ffff,15,Moderate (10-19)
8928361a133ffff,15,Moderate (10-19)
8929a466687ffff,15,Moderate (10-19)
8929a00062bffff,15,Moderate (10-19)
8928334944fffff,15,Moderate (10-19)
892832a1017ffff,15,Moderate (10-19)
892836d51afffff,15,Moderate (10-19)
8929a4754b7ffff,15,Moderate (10-19)
8929a467587ffff,15,Moderate (10-19)
892830956b3ffff,15,Moderate (10-19)
8929a4553b3ffff,15,Moderate (10-19)
8929abd1867ffff,15,Moderate (10-19)
89283207457ffff,15,Moderate (10-19)
8929ab8e3cbffff,15,Moderate (10-19)
892832245dbffff,15,Moderate (10-19)
8929a18450bffff,15,Moderate (10-19)
8929ab8e38fffff,15,Moderate (10-19)
8929a46747bffff,15,Moderate (10-19)
8929a00602bffff,15,Moderate (10-19)
8929a47539bffff,15,Moderate (10-19)
8929ae586b7ffff,15,Moderate (10-19)
8929a199963ffff,15,Moderate (10-19)
89283224133ffff,15,Moderate (10-19)
8929abd61afffff,15,Moderate (10-19)
89283011d03ffff,15,Moderate (10-19)
8929a0ce403ffff,15,Moderate (10-19)
892814cd48fffff,15,Moderate (10-19)
89283450943ffff,15,Moderate (10-19)
8929ab030a3ffff,15,Moderate (10-19)
8929a014663ffff,15,Moderate (10-19)
8929ab03027ffff,15,Moderate (10-19)
892832071d7ffff,15,Moderate (10-19)
892832a156bffff,15,Moderate (10-19)
8928320725bffff,15,Moderate (10-19)
8929a12608bffff,15,Moderate (10-19)
8929a1c2c57ffff,15,Moderate (10-19)
8929a1d5c23ffff,15,Moderate (10-19)
8929a0b0cdbffff,15,Moderate (10-19)
8929a00c863ffff,15,Moderate (10-19)
892815c4b97ffff,15,Moderate (10-19)
8929a1d3177ffff,15,Moderate (10-19)
8929a1135c3ffff,15,Moderate (10-19)
8929aeb74abffff,15,Moderate (10-19)
8929a40c2c3ffff,15,Moderate (10-19)
8929a40c1d7ffff,15,Moderate (10-19)
8929a15433bffff,15,Moderate (10-19)
8928360335bffff,15,Moderate (10-19)
8928145347bffff,15,Moderate (10-19)
892833495cbffff,15,Moderate (10-19)
8929a0116d3ffff,15,Moderate (10-19)
8929a19b457ffff,15,Moderate (10-19)
8928308b357ffff,15,Moderate (10-19)
8929a0db35bffff,15,Moderate (10-19)
892836da4cbffff,15,Moderate (10-19)
8928308b323ffff,15,Moderate (10-19)
8929a32eb57ffff,15,Moderate (10-19)
8929a1b7457ffff,15,Moderate (10-19)
8929a409ea7ffff,15,Moderate (10-19)
8928320c05bffff,15,Moderate (10-19)
8928308b20fffff,15,Moderate (10-19)
892832aa237ffff,15,Moderate (10-19)
8929ab8a887ffff,15,Moderate (10-19)
8929a62e957ffff,15,Moderate (10-19)
8929a030487ffff,15,Moderate (10-19)
8928320c163ffff,15,Moderate (10-19)
8928308b383ffff,15,Moderate (10-19)
8929ab8a8abffff,15,Moderate (10-19)
8929a140597ffff,15,Moderate (10-19)
892834d066bffff,15,Moderate (10-19)
8929a28a0dbffff,15,Moderate (10-19)
8929ab0a9c7ffff,15,Moderate (10-19)
8928308c413ffff,15,Moderate (10-19)
892834534afffff,15,Moderate (10-19)
8929a62c9bbffff,15,Moderate (10-19)
8929a1b122bffff,15,Moderate (10-19)
89283013653ffff,15,Moderate (10-19)
892836da343ffff,15,Moderate (10-19)
8929a3c6e6fffff,15,Moderate (10-19)
8929ab0aeafffff,15,Moderate (10-19)
8928308c16fffff,15,Moderate (10-19)
892836da34fffff,15,Moderate (10-19)
8929a4296cbffff,15,Moderate (10-19)
8928301368fffff,15,Moderate (10-19)
8929898594bffff,15,Moderate (10-19)
89283615617ffff,15,Moderate (10-19)
8929a3c8d03ffff,15,Moderate (10-19)
892814b6117ffff,15,Moderate (10-19)
8929a409d77ffff,15,Moderate (10-19)
89283615333ffff,15,Moderate (10-19)
8928346004fffff,15,Moderate (10-19)
8929b540c2bffff,15,Moderate (10-19)
8928321a633ffff,15,Moderate (10-19)
8929a0a83abffff,15,Moderate (10-19)
892834d0ab7ffff,15,Moderate (10-19)
89283460157ffff,15,Moderate (10-19)
8928321a627ffff,15,Moderate (10-19)
89283022153ffff,15,Moderate (10-19)
8929a46eca3ffff,15,Moderate (10-19)
8929ae014a3ffff,15,Moderate (10-19)
8929a0d6317ffff,15,Moderate (10-19)
8929a2875b3ffff,15,Moderate (10-19)
89283460287ffff,15,Moderate (10-19)
892989b9d23ffff,15,Moderate (10-19)
892834c1067ffff,15,Moderate (10-19)
8929a409a8bffff,15,Moderate (10-19)
8929a47010bffff,15,Moderate (10-19)
8929a4749afffff,15,Moderate (10-19)
892989b9d27ffff,15,Moderate (10-19)
89283615347ffff,15,Moderate (10-19)
8929a2881b3ffff,15,Moderate (10-19)
892836da683ffff,15,Moderate (10-19)
8928320c16bffff,15,Moderate (10-19)
8929b540893ffff,15,Moderate (10-19)
892834d08dbffff,15,Moderate (10-19)
8929ab8a827ffff,15,Moderate (10-19)
8929ac49cafffff,15,Moderate (10-19)
8929b540897ffff,15,Moderate (10-19)
8928321a657ffff,15,Moderate (10-19)
8929a07a037ffff,15,Moderate (10-19)
8929a638143ffff,15,Moderate (10-19)
8929a00956fffff,15,Moderate (10-19)
89291378c4fffff,15,Moderate (10-19)
8929a0a8357ffff,15,Moderate (10-19)
892836da8d7ffff,15,Moderate (10-19)
89283013603ffff,15,Moderate (10-19)
8929ac48b13ffff,15,Moderate (10-19)
8928345339bffff,15,Moderate (10-19)
8929a474d43ffff,15,Moderate (10-19)
8929a004077ffff,15,Moderate (10-19)
8929a0b0e1bffff,15,Moderate (10-19)
8929a3c5e0bffff,15,Moderate (10-19)
8928142b0cfffff,15,Moderate (10-19)
892836da04fffff,15,Moderate (10-19)
8929a0ce573ffff,15,Moderate (10-19)
8929a474d47ffff,15,Moderate (10-19)
8929b0b3593ffff,15,Moderate (10-19)
8928308decfffff,15,Moderate (10-19)
8929a01587bffff,15,Moderate (10-19)
8929a28a4d3ffff,15,Moderate (10-19)
8929ae00063ffff,15,Moderate (10-19)
8929a186963ffff,15,Moderate (10-19)
89281541d87ffff,15,Moderate (10-19)
892814b6a4bffff,15,Moderate (10-19)
892836da07bffff,15,Moderate (10-19)
8929a14121bffff,15,Moderate (10-19)
8929a141217ffff,15,Moderate (10-19)
8929a474da7ffff,15,Moderate (10-19)
8928308f3c7ffff,15,Moderate (10-19)
892832cd8bbffff,15,Moderate (10-19)
892814b6b4bffff,15,Moderate (10-19)
8928142b033ffff,15,Moderate (10-19)
8929a3c5d8bffff,15,Moderate (10-19)
8929a1989d3ffff,15,Moderate (10-19)
8929ab08c0fffff,15,Moderate (10-19)
8929ac0b60fffff,15,Moderate (10-19)
8929ae58527ffff,15,Moderate (10-19)
8929a14107bffff,15,Moderate (10-19)
8929a066027ffff,15,Moderate (10-19)
89283090833ffff,15,Moderate (10-19)
89283012ea3ffff,15,Moderate (10-19)
89283638e9bffff,15,Moderate (10-19)
8929a141207ffff,15,Moderate (10-19)
8928308f41bffff,15,Moderate (10-19)
89283451d03ffff,15,Moderate (10-19)
8929a455387ffff,15,Moderate (10-19)
8929a39064fffff,15,Moderate (10-19)
892989a2e97ffff,15,Moderate (10-19)
8928321b16bffff,15,Moderate (10-19)
892814b69a3ffff,15,Moderate (10-19)
8929a569a37ffff,15,Moderate (10-19)
8929ab8b48bffff,15,Moderate (10-19)
8929a19b42bffff,15,Moderate (10-19)
89283653657ffff,15,Moderate (10-19)
89291a6f20bffff,15,Moderate (10-19)
8929a00403bffff,15,Moderate (10-19)
8929ad0d973ffff,15,Moderate (10-19)
8929ab0a983ffff,15,Moderate (10-19)
8928321b023ffff,15,Moderate (10-19)
892836da2a7ffff,15,Moderate (10-19)
8929ad0a38fffff,15,Moderate (10-19)
8929a0ce60fffff,15,Moderate (10-19)
8929a18642fffff,15,Moderate (10-19)
8928321b00fffff,15,Moderate (10-19)
8929a3c5e73ffff,15,Moderate (10-19)
892830133bbffff,15,Moderate (10-19)
8929a18a6d3ffff,15,Moderate (10-19)
8928345222fffff,15,Moderate (10-19)
8929ad0d963ffff,15,Moderate (10-19)
892832cd533ffff,15,Moderate (10-19)
8929a030617ffff,15,Moderate (10-19)
8928308de43ffff,15,Moderate (10-19)
8929ab0a8a7ffff,15,Moderate (10-19)
8929ab0a8dbffff,15,Moderate (10-19)
89283615bcbffff,15,Moderate (10-19)
8929ab8b4b7ffff,15,Moderate (10-19)
8928321b217ffff,15,Moderate (10-19)
89283377617ffff,15,Moderate (10-19)
8929a14128fffff,15,Moderate (10-19)
892834d8b0fffff,15,Moderate (10-19)
8929a007103ffff,15,Moderate (10-19)
8929a40a883ffff,15,Moderate (10-19)
8929a46cd57ffff,15,Moderate (10-19)
8929a56186bffff,15,Moderate (10-19)
8929a064467ffff,15,Moderate (10-19)
8929ab8008fffff,15,Moderate (10-19)
8929a155e13ffff,15,Moderate (10-19)
8929a0d4c63ffff,15,Moderate (10-19)
8929a1423bbffff,15,Moderate (10-19)
8929a0b2d67ffff,15,Moderate (10-19)
89283034163ffff,15,Moderate (10-19)
8928347413bffff,15,Moderate (10-19)
8929a056e2fffff,15,Moderate (10-19)
8929a10f1d3ffff,15,Moderate (10-19)
89485ba6333ffff,15,Moderate (10-19)
8929a0173cfffff,15,Moderate (10-19)
8929a844687ffff,15,Moderate (10-19)
89485ba6393ffff,15,Moderate (10-19)
89281574563ffff,15,Moderate (10-19)
8929a471c97ffff,15,Moderate (10-19)
8929a445a37ffff,15,Moderate (10-19)
8929a194d73ffff,15,Moderate (10-19)
8929a155e37ffff,15,Moderate (10-19)
892832b8d2bffff,15,Moderate (10-19)
892832b8d57ffff,15,Moderate (10-19)
8929a1423abffff,15,Moderate (10-19)
89291278a57ffff,15,Moderate (10-19)
8929a010e4fffff,15,Moderate (10-19)
8928303405bffff,15,Moderate (10-19)
8929a06eb3bffff,15,Moderate (10-19)
8929a094003ffff,15,Moderate (10-19)
8929a00288fffff,15,Moderate (10-19)
8929a1a151bffff,15,Moderate (10-19)
8929a056427ffff,15,Moderate (10-19)
8929a84488fffff,15,Moderate (10-19)
89283472cb3ffff,15,Moderate (10-19)
8929a8446cbffff,15,Moderate (10-19)
89283365013ffff,15,Moderate (10-19)
8928347315bffff,15,Moderate (10-19)
8929a1bb657ffff,15,Moderate (10-19)
8929a017207ffff,15,Moderate (10-19)
892834d8847ffff,15,Moderate (10-19)
8929a02d43bffff,15,Moderate (10-19)
89283472e2fffff,15,Moderate (10-19)
892832b89d7ffff,15,Moderate (10-19)
8928360a38bffff,15,Moderate (10-19)
8928321617bffff,15,Moderate (10-19)
892832b8d6bffff,15,Moderate (10-19)
8928347444bffff,15,Moderate (10-19)
892832b8993ffff,15,Moderate (10-19)
89283474817ffff,15,Moderate (10-19)
892830345cfffff,15,Moderate (10-19)
89283215e07ffff,15,Moderate (10-19)
8929a56569bffff,15,Moderate (10-19)
8929a08f4bbffff,15,Moderate (10-19)
8929a155ecfffff,15,Moderate (10-19)
8928303460fffff,15,Moderate (10-19)
8929a006ca3ffff,15,Moderate (10-19)
8929a06cd87ffff,15,Moderate (10-19)
8929ab834a3ffff,15,Moderate (10-19)
892830345c3ffff,15,Moderate (10-19)
8929ac90677ffff,15,Moderate (10-19)
89283474837ffff,15,Moderate (10-19)
8929a562ab7ffff,15,Moderate (10-19)
8929a156363ffff,15,Moderate (10-19)
8929a156367ffff,15,Moderate (10-19)
8929ae249cbffff,15,Moderate (10-19)
8929a08f3dbffff,15,Moderate (10-19)
8929a562ac3ffff,15,Moderate (10-19)
8928360a233ffff,15,Moderate (10-19)
8929a844323ffff,15,Moderate (10-19)
89283474453ffff,15,Moderate (10-19)
8929a80c3a3ffff,15,Moderate (10-19)
8929ae0a01bffff,15,Moderate (10-19)
8929a401627ffff,15,Moderate (10-19)
892832bb4d7ffff,15,Moderate (10-19)
892989b8267ffff,15,Moderate (10-19)
8929a1a1587ffff,15,Moderate (10-19)
89485ba652bffff,15,Moderate (10-19)
892832b8e37ffff,15,Moderate (10-19)
8929a45419bffff,15,Moderate (10-19)
8929a08f553ffff,15,Moderate (10-19)
892832bb373ffff,15,Moderate (10-19)
8929a10d55bffff,15,Moderate (10-19)
8929a562a43ffff,15,Moderate (10-19)
8929a142563ffff,15,Moderate (10-19)
892834744dbffff,15,Moderate (10-19)
8929a18c10bffff,15,Moderate (10-19)
892832b914fffff,15,Moderate (10-19)
8929127946bffff,15,Moderate (10-19)
8929a0173abffff,15,Moderate (10-19)
8929a0b2d83ffff,15,Moderate (10-19)
8929a472537ffff,15,Moderate (10-19)
8929a80d3d3ffff,15,Moderate (10-19)
892989b884bffff,15,Moderate (10-19)
8929a00a90bffff,15,Moderate (10-19)
8929a6b86abffff,15,Moderate (10-19)
8929ac798b3ffff,15,Moderate (10-19)
8929a18cd17ffff,15,Moderate (10-19)
8929ac799d3ffff,15,Moderate (10-19)
89283212133ffff,15,Moderate (10-19)
89485ba6067ffff,15,Moderate (10-19)
89485ba606fffff,15,Moderate (10-19)
8929a56294bffff,15,Moderate (10-19)
8929a180b7bffff,15,Moderate (10-19)
89291269d93ffff,15,Moderate (10-19)
892815742a3ffff,15,Moderate (10-19)
8929a47264bffff,15,Moderate (10-19)
8929a6bb6d7ffff,15,Moderate (10-19)
8929a142303ffff,15,Moderate (10-19)
8929a155c2fffff,15,Moderate (10-19)
892815765abffff,15,Moderate (10-19)
8929a6cb507ffff,15,Moderate (10-19)
8929ab83667ffff,15,Moderate (10-19)
892832163cfffff,15,Moderate (10-19)
8929a6cb53bffff,15,Moderate (10-19)
8929ac793abffff,15,Moderate (10-19)
8929a155b8bffff,15,Moderate (10-19)
8928347724fffff,15,Moderate (10-19)
8928347152fffff,15,Moderate (10-19)
892832b8063ffff,15,Moderate (10-19)
8929a155b9bffff,15,Moderate (10-19)
8929a0c0a2bffff,15,Moderate (10-19)
892834715cfffff,15,Moderate (10-19)
8929a0570b3ffff,15,Moderate (10-19)
8929a094557ffff,15,Moderate (10-19)
8929a0b26dbffff,15,Moderate (10-19)
8929a565e33ffff,15,Moderate (10-19)
8929a565e23ffff,15,Moderate (10-19)
892832b8167ffff,15,Moderate (10-19)
8928364466fffff,15,Moderate (10-19)
8929a1daa93ffff,15,Moderate (10-19)
892832163d3ffff,15,Moderate (10-19)
892832b81cfffff,15,Moderate (10-19)
89283211e57ffff,15,Moderate (10-19)
8928023460bffff,15,Moderate (10-19)
8929a1d4673ffff,15,Moderate (10-19)
8929a180b07ffff,15,Moderate (10-19)
8929a066ed7ffff,15,Moderate (10-19)
89283472497ffff,15,Moderate (10-19)
8929ab83547ffff,15,Moderate (10-19)
8928360a3dbffff,15,Moderate (10-19)
8929a0173dbffff,15,Moderate (10-19)
8929126e453ffff,15,Moderate (10-19)
8929a471c07ffff,15,Moderate (10-19)
8928110f153ffff,15,Moderate (10-19)
89280234253ffff,15,Moderate (10-19)
8929126e50bffff,15,Moderate (10-19)
892832b8897ffff,15,Moderate (10-19)
8929a0b2913ffff,15,Moderate (10-19)
8928334b52bffff,15,Moderate (10-19)
89283216243ffff,15,Moderate (10-19)
8929a0b2d87ffff,15,Moderate (10-19)
89280234213ffff,15,Moderate (10-19)
8929a8448b3ffff,15,Moderate (10-19)
8929a180b0fffff,15,Moderate (10-19)
8929ab8266fffff,15,Moderate (10-19)
8929a1db043ffff,15,Moderate (10-19)
89283472487ffff,15,Moderate (10-19)
8929a015377ffff,15,Moderate (10-19)
8929a0d4e73ffff,15,Moderate (10-19)
8928347712bffff,15,Moderate (10-19)
89298da1d03ffff,15,Moderate (10-19)
892834d320bffff,15,Moderate (10-19)
8929a0026c7ffff,15,Moderate (10-19)
8929a18f34fffff,15,Moderate (10-19)
8928321294bffff,15,Moderate (10-19)
8929a0b28bbffff,15,Moderate (10-19)
89283477127ffff,15,Moderate (10-19)
8929a0aaa17ffff,15,Moderate (10-19)
8929ad0688bffff,15,Moderate (10-19)
8929ae24b47ffff,15,Moderate (10-19)
8928360a573ffff,15,Moderate (10-19)
892834d3493ffff,15,Moderate (10-19)
8929a6da287ffff,15,Moderate (10-19)
89281576483ffff,15,Moderate (10-19)
892830501bbffff,15,Moderate (10-19)
8929a02d57bffff,15,Moderate (10-19)
892832b8887ffff,15,Moderate (10-19)
89283360b23ffff,15,Moderate (10-19)
8929a562ac7ffff,15,Moderate (10-19)
8929a341ab3ffff,15,Moderate (10-19)
8929a47204fffff,15,Moderate (10-19)
8929a471e43ffff,15,Moderate (10-19)
8929a0ac50fffff,15,Moderate (10-19)
8929a471e57ffff,15,Moderate (10-19)
8929a82caafffff,15,Moderate (10-19)
8929a0d41a7ffff,15,Moderate (10-19)
8928303598fffff,15,Moderate (10-19)
8929a010c5bffff,15,Moderate (10-19)
8929a45096fffff,15,Moderate (10-19)
892832bab07ffff,15,Moderate (10-19)
8929ac93327ffff,15,Moderate (10-19)
8928347606fffff,15,Moderate (10-19)
8929a0b669bffff,15,Moderate (10-19)
892913482bbffff,15,Moderate (10-19)
8929a189c6bffff,15,Moderate (10-19)
8929a448b3bffff,15,Moderate (10-19)
892834761abffff,15,Moderate (10-19)
8929a83612fffff,15,Moderate (10-19)
8929a450963ffff,15,Moderate (10-19)
8928303691bffff,15,Moderate (10-19)
89283214473ffff,15,Moderate (10-19)
89283476963ffff,15,Moderate (10-19)
8929a450b27ffff,15,Moderate (10-19)
8929a0d44dbffff,15,Moderate (10-19)
8929a1bb287ffff,15,Moderate (10-19)
89291348217ffff,15,Moderate (10-19)
8929a0d445bffff,15,Moderate (10-19)
8928364990bffff,15,Moderate (10-19)
8929ae19a77ffff,15,Moderate (10-19)
892830369dbffff,15,Moderate (10-19)
892836498a7ffff,15,Moderate (10-19)
8929a1b2a17ffff,15,Moderate (10-19)
892832b9957ffff,15,Moderate (10-19)
8929a1800cbffff,15,Moderate (10-19)
89298da0c33ffff,15,Moderate (10-19)
8929a1703d3ffff,15,Moderate (10-19)
8929a40056fffff,15,Moderate (10-19)
89283036963ffff,15,Moderate (10-19)
8929a17054fffff,15,Moderate (10-19)
8929a0ac117ffff,15,Moderate (10-19)
892832154c3ffff,15,Moderate (10-19)
8929a01509bffff,15,Moderate (10-19)
8928321452fffff,15,Moderate (10-19)
8928347542fffff,15,Moderate (10-19)
8929ae0e6cbffff,15,Moderate (10-19)
892832148b7ffff,15,Moderate (10-19)
8929ac959afffff,15,Moderate (10-19)
8929a0ba02fffff,15,Moderate (10-19)
892832ba5abffff,15,Moderate (10-19)
8929a08d65bffff,15,Moderate (10-19)
8929a0ba02bffff,15,Moderate (10-19)
8929a840837ffff,15,Moderate (10-19)
89283214a2fffff,15,Moderate (10-19)
8929a1d4dd3ffff,15,Moderate (10-19)
892832ba1cfffff,15,Moderate (10-19)
8929a00ab53ffff,15,Moderate (10-19)
89283214c53ffff,15,Moderate (10-19)
89281486583ffff,15,Moderate (10-19)
8928303624bffff,15,Moderate (10-19)
892834768d3ffff,15,Moderate (10-19)
8929a10832fffff,15,Moderate (10-19)
8929a44e5d3ffff,15,Moderate (10-19)
8929a06a193ffff,15,Moderate (10-19)
8929a472183ffff,15,Moderate (10-19)
8929a400c43ffff,15,Moderate (10-19)
8929a1b2927ffff,15,Moderate (10-19)
89283476273ffff,15,Moderate (10-19)
8929a8418b7ffff,15,Moderate (10-19)
89283035b27ffff,15,Moderate (10-19)
8929ae0c6c3ffff,15,Moderate (10-19)
8928321456bffff,15,Moderate (10-19)
8929a189da3ffff,15,Moderate (10-19)
8929a08d4cfffff,15,Moderate (10-19)
89485bb5d43ffff,15,Moderate (10-19)
89283035b67ffff,15,Moderate (10-19)
892832ba053ffff,15,Moderate (10-19)
8929a1736cfffff,15,Moderate (10-19)
892832ba05bffff,15,Moderate (10-19)
89283036803ffff,15,Moderate (10-19)
892832ba947ffff,15,Moderate (10-19)
8929a056b0bffff,15,Moderate (10-19)
8929a0ac407ffff,15,Moderate (10-19)
8929a83b453ffff,15,Moderate (10-19)
8929a1bb193ffff,15,Moderate (10-19)
8929a010c93ffff,15,Moderate (10-19)
8929acb4833ffff,15,Moderate (10-19)
8929a00ac23ffff,15,Moderate (10-19)
8929a1569cbffff,15,Moderate (10-19)
8929a006bbbffff,15,Moderate (10-19)
89283360953ffff,15,Moderate (10-19)
8928157619bffff,15,Moderate (10-19)
8929a451507ffff,15,Moderate (10-19)
8929a0ab537ffff,15,Moderate (10-19)
8929ac916cbffff,15,Moderate (10-19)
8929a80e8b7ffff,15,Moderate (10-19)
89485ba6e73ffff,15,Moderate (10-19)
8929a562c27ffff,15,Moderate (10-19)
8929a562c2fffff,15,Moderate (10-19)
8929a14288fffff,15,Moderate (10-19)
8929a02cd5bffff,15,Moderate (10-19)
89283034c53ffff,15,Moderate (10-19)
892832140c7ffff,15,Moderate (10-19)
8928303746bffff,15,Moderate (10-19)
89283649997ffff,15,Moderate (10-19)
8929a158b6fffff,15,Moderate (10-19)
8929a004d83ffff,15,Moderate (10-19)
89283649993ffff,15,Moderate (10-19)
8929127b02bffff,15,Moderate (10-19)
8929a1bb49bffff,15,Moderate (10-19)
8929a161e17ffff,15,Moderate (10-19)
8929a381347ffff,15,Moderate (10-19)
89298da0c1bffff,15,Moderate (10-19)
8929a45408bffff,15,Moderate (10-19)
892834748b3ffff,15,Moderate (10-19)
8929a05685bffff,15,Moderate (10-19)
892913491d7ffff,15,Moderate (10-19)
8929a156a87ffff,15,Moderate (10-19)
8928347495bffff,15,Moderate (10-19)
892834749cbffff,15,Moderate (10-19)
8929a45217bffff,15,Moderate (10-19)
8929ae0a5c3ffff,15,Moderate (10-19)
8929a0ab4a3ffff,15,Moderate (10-19)
89291279e4bffff,15,Moderate (10-19)
8929a8440c7ffff,15,Moderate (10-19)
8929a0ac917ffff,15,Moderate (10-19)
8929ac91637ffff,15,Moderate (10-19)
8929a156d63ffff,15,Moderate (10-19)
8929ac91647ffff,15,Moderate (10-19)
892913491bbffff,15,Moderate (10-19)
8929a450bafffff,15,Moderate (10-19)
8929a844037ffff,15,Moderate (10-19)
8928157609bffff,15,Moderate (10-19)
8929a0d4697ffff,15,Moderate (10-19)
89283474dabffff,15,Moderate (10-19)
89283036e07ffff,15,Moderate (10-19)
8929a163657ffff,15,Moderate (10-19)
8929ac93063ffff,15,Moderate (10-19)
89281574c03ffff,15,Moderate (10-19)
8929ac93067ffff,15,Moderate (10-19)
8929a8188d3ffff,15,Moderate (10-19)
8929a1802abffff,15,Moderate (10-19)
8929a168817ffff,15,Moderate (10-19)
8929a0ac66fffff,15,Moderate (10-19)
8929a18f347ffff,15,Moderate (10-19)
8929a40146fffff,15,Moderate (10-19)
8929ae24327ffff,15,Moderate (10-19)
8929a06ae47ffff,15,Moderate (10-19)
89283476c47ffff,15,Moderate (10-19)
89283476c0bffff,15,Moderate (10-19)
8929a562d47ffff,15,Moderate (10-19)
89283606b4bffff,15,Moderate (10-19)
8929a002d7bffff,15,Moderate (10-19)
89283214237ffff,15,Moderate (10-19)
892830371a7ffff,15,Moderate (10-19)
8929a84362fffff,15,Moderate (10-19)
8929a0ab5bbffff,15,Moderate (10-19)
89283476c77ffff,15,Moderate (10-19)
8929a1a680fffff,15,Moderate (10-19)
8929a18062fffff,15,Moderate (10-19)
89283476c73ffff,15,Moderate (10-19)
8929a0673d3ffff,15,Moderate (10-19)
892832b943bffff,15,Moderate (10-19)
89283036ecbffff,15,Moderate (10-19)
89283036ebbffff,15,Moderate (10-19)
8929a450ba7ffff,15,Moderate (10-19)
8928020f683ffff,15,Moderate (10-19)
8929a18047bffff,15,Moderate (10-19)
8929a16332bffff,15,Moderate (10-19)
892815748cbffff,15,Moderate (10-19)
89283476c63ffff,15,Moderate (10-19)
8929a0b2b03ffff,15,Moderate (10-19)
892832baddbffff,15,Moderate (10-19)
8929a1440c3ffff,15,Moderate (10-19)
8929a0d4ecbffff,15,Moderate (10-19)
8929a6b800fffff,15,Moderate (10-19)
8929a6b8007ffff,15,Moderate (10-19)
8928346c8dbffff,15,Moderate (10-19)
8929ab85bd7ffff,15,Moderate (10-19)
89283369563ffff,15,Moderate (10-19)
8929a1ba03bffff,15,Moderate (10-19)
8929126580fffff,15,Moderate (10-19)
8929a014b57ffff,15,Moderate (10-19)
89291265813ffff,15,Moderate (10-19)
89283210273ffff,15,Moderate (10-19)
8928336954fffff,15,Moderate (10-19)
8929a562233ffff,15,Moderate (10-19)
89283026b8bffff,15,Moderate (10-19)
8929a442423ffff,15,Moderate (10-19)
89283082e73ffff,15,Moderate (10-19)
8929a442427ffff,15,Moderate (10-19)
892832b1a67ffff,15,Moderate (10-19)
8929ab85b57ffff,15,Moderate (10-19)
8928111114fffff,15,Moderate (10-19)
892832b1bc7ffff,15,Moderate (10-19)
892814a505bffff,15,Moderate (10-19)
8928346c837ffff,15,Moderate (10-19)
8929a470937ffff,15,Moderate (10-19)
892814a5053ffff,15,Moderate (10-19)
89283084bc3ffff,15,Moderate (10-19)
8929a01555bffff,15,Moderate (10-19)
89298da28abffff,15,Moderate (10-19)
89283218487ffff,15,Moderate (10-19)
892836119a3ffff,15,Moderate (10-19)
8929a181857ffff,15,Moderate (10-19)
8929ac4d843ffff,15,Moderate (10-19)
8948592550bffff,15,Moderate (10-19)
89283084bdbffff,15,Moderate (10-19)
8929a470923ffff,15,Moderate (10-19)
89298da2877ffff,15,Moderate (10-19)
8929a0ced73ffff,15,Moderate (10-19)
892834d26a3ffff,15,Moderate (10-19)
89283084867ffff,15,Moderate (10-19)
892832b1623ffff,15,Moderate (10-19)
892832b163bffff,15,Moderate (10-19)
8929a015543ffff,15,Moderate (10-19)
8929a1d568fffff,15,Moderate (10-19)
892832b165bffff,15,Moderate (10-19)
