h3,total_exposure,exposure_bin
8928345064fffff,2,Very Low (<5)
8929a40c407ffff,2,Very Low (<5)
8929a40c3dbffff,2,Very Low (<5)
8929a40c3cfffff,2,Very Low (<5)
8929a40c3c7ffff,2,Very Low (<5)
8928321430bffff,2,Very Low (<5)
892834503cfffff,2,Very Low (<5)
8929a56532fffff,2,Very Low (<5)
8929a40c543ffff,2,Very Low (<5)
8929a40c693ffff,2,Very Low (<5)
892832145d7ffff,2,Very Low (<5)
892834500c3ffff,2,Very Low (<5)
89283450143ffff,2,Very Low (<5)
89283450147ffff,2,Very Low (<5)
892834501a7ffff,2,Very Low (<5)
8928345022fffff,2,Very Low (<5)
89283450243ffff,2,Very Low (<5)
8929a40c64fffff,2,Very Low (<5)
8928321440fffff,2,Very Low (<5)
892834502c7ffff,2,Very Low (<5)
89283450317ffff,2,Very Low (<5)
8928345032bffff,2,Very Low (<5)
89283214377ffff,2,Very Low (<5)
89283450343ffff,2,Very Low (<5)
8928321434fffff,2,Very Low (<5)
89283450373ffff,2,Very Low (<5)
8929a56532bffff,2,Very Low (<5)
8929a40c3c3ffff,2,Very Low (<5)
89283214857ffff,2,Very Low (<5)
89283450813ffff,2,Very Low (<5)
892832135b7ffff,2,Very Low (<5)
89283213587ffff,2,Very Low (<5)
8928321355bffff,2,Very Low (<5)
89283213553ffff,2,Very Low (<5)
8928321354bffff,2,Very Low (<5)
89283213547ffff,2,Very Low (<5)
8929a40c2b3ffff,2,Very Low (<5)
892832134a3ffff,2,Very Low (<5)
8928321348fffff,2,Very Low (<5)
89283213483ffff,2,Very Low (<5)
8928345082bffff,2,Very Low (<5)
89283213473ffff,2,Very Low (<5)
8928321346fffff,2,Very Low (<5)
8928321346bffff,2,Very Low (<5)
89283213467ffff,2,Very Low (<5)
89283213447ffff,2,Very Low (<5)
8929a40c287ffff,2,Very Low (<5)
892832135c3ffff,2,Very Low (<5)
89283213613ffff,2,Very Low (<5)
89283214097ffff,2,Very Low (<5)
8929a40c307ffff,2,Very Low (<5)
8929a40c3afffff,2,Very Low (<5)
8929a40c3abffff,2,Very Low (<5)
89283450687ffff,2,Very Low (<5)
892834506a3ffff,2,Very Low (<5)
892834506c7ffff,2,Very Low (<5)
89283214037ffff,2,Very Low (<5)
892834506cfffff,2,Very Low (<5)
892834506d3ffff,2,Very Low (<5)
8929a40c32fffff,2,Very Low (<5)
8929a40c30fffff,2,Very Low (<5)
8929a40c30bffff,2,Very Low (<5)
89283213693ffff,2,Very Low (<5)
8928321368fffff,2,Very Low (<5)
89283213683ffff,2,Very Low (<5)
8928321364fffff,2,Very Low (<5)
8928321364bffff,2,Very Low (<5)
89283213647ffff,2,Very Low (<5)
8928321482fffff,2,Very Low (<5)
8929a40c6b7ffff,2,Very Low (<5)
8929a40cb43ffff,2,Very Low (<5)
8929a563277ffff,2,Very Low (<5)
8929a56336fffff,2,Very Low (<5)
89283215837ffff,2,Very Low (<5)
892834461c3ffff,2,Very Low (<5)
8928321582fffff,2,Very Low (<5)
8928321582bffff,2,Very Low (<5)
8928344625bffff,2,Very Low (<5)
89283446383ffff,2,Very Low (<5)
89283446407ffff,2,Very Low (<5)
892832156c3ffff,2,Very Low (<5)
8928344641bffff,2,Very Low (<5)
8928321560bffff,2,Very Low (<5)
8928344644bffff,2,Very Low (<5)
8929a56500bffff,2,Very Low (<5)
89283446483ffff,2,Very Low (<5)
89283214edbffff,2,Very Low (<5)
89283214ed7ffff,2,Very Low (<5)
89283214ecfffff,2,Very Low (<5)
8929a56336bffff,2,Very Low (<5)
8929a56322bffff,2,Very Low (<5)
89283214eafffff,2,Very Low (<5)
8929a563183ffff,2,Very Low (<5)
89283445e0fffff,2,Very Low (<5)
89283215917ffff,2,Very Low (<5)
8928321590fffff,2,Very Low (<5)
8928321590bffff,2,Very Low (<5)
89283445e3bffff,2,Very Low (<5)
892832158d7ffff,2,Very Low (<5)
892832158d3ffff,2,Very Low (<5)
892832158c3ffff,2,Very Low (<5)
89283445e53ffff,2,Very Low (<5)
89283445e57ffff,2,Very Low (<5)
89283445e83ffff,2,Very Low (<5)
89283445ed7ffff,2,Very Low (<5)
89283446003ffff,2,Very Low (<5)
8928321588bffff,2,Very Low (<5)
89283215877ffff,2,Very Low (<5)
8928321586bffff,2,Very Low (<5)
892834460abffff,2,Very Low (<5)
89283214eb3ffff,2,Very Low (<5)
89283446697ffff,2,Very Low (<5)
892832148bbffff,2,Very Low (<5)
89283447107ffff,2,Very Low (<5)
89283214c93ffff,2,Very Low (<5)
89283214c87ffff,2,Very Low (<5)
8928344715bffff,2,Very Low (<5)
8929a565117ffff,2,Very Low (<5)
89283447197ffff,2,Very Low (<5)
89283214b5bffff,2,Very Low (<5)
89283447457ffff,2,Very Low (<5)
89283214ad3ffff,2,Very Low (<5)
89283214aa7ffff,2,Very Low (<5)
89283214a63ffff,2,Very Low (<5)
8928344c103ffff,2,Very Low (<5)
89283214a37ffff,2,Very Low (<5)
8928345000bffff,2,Very Low (<5)
8928345003bffff,2,Very Low (<5)
89283450053ffff,2,Very Low (<5)
892832149a3ffff,2,Very Low (<5)
89283450063ffff,2,Very Low (<5)
8928344714fffff,2,Very Low (<5)
89283447103ffff,2,Very Low (<5)
89283446883ffff,2,Very Low (<5)
89283447033ffff,2,Very Low (<5)
89283214e8fffff,2,Very Low (<5)
89283214e83ffff,2,Very Low (<5)
89283214e6bffff,2,Very Low (<5)
89283214e5bffff,2,Very Low (<5)
89283214e53ffff,2,Very Low (<5)
89283214e3bffff,2,Very Low (<5)
89283214e33ffff,2,Very Low (<5)
8928344688bffff,2,Very Low (<5)
89283214e03ffff,2,Very Low (<5)
89283214dd3ffff,2,Very Low (<5)
89283214d8bffff,2,Very Low (<5)
89283214d83ffff,2,Very Low (<5)
89283446cdbffff,2,Very Low (<5)
89283214d3bffff,2,Very Low (<5)
89283214d27ffff,2,Very Low (<5)
89283214d23ffff,2,Very Low (<5)
89283446ea7ffff,2,Very Low (<5)
8929a40d817ffff,2,Very Low (<5)
89283216ed3ffff,2,Very Low (<5)
89283239a27ffff,2,Very Low (<5)
8929a5619c7ffff,2,Very Low (<5)
892832199a3ffff,2,Very Low (<5)
8928321995bffff,2,Very Low (<5)
8928321994bffff,2,Very Low (<5)
8928342b54fffff,2,Very Low (<5)
892832198cbffff,2,Very Low (<5)
892832198b3ffff,2,Very Low (<5)
8928342b603ffff,2,Very Low (<5)
8929a40e29bffff,2,Very Low (<5)
89283219857ffff,2,Very Low (<5)
8928343a537ffff,2,Very Low (<5)
8929a40e283ffff,2,Very Low (<5)
8928342b613ffff,2,Very Low (<5)
892832196b3ffff,2,Very Low (<5)
892832196afffff,2,Very Low (<5)
8928342b61bffff,2,Very Low (<5)
8928321967bffff,2,Very Low (<5)
8928342b637ffff,2,Very Low (<5)
8929a561a3bffff,2,Very Low (<5)
89283219b13ffff,2,Very Low (<5)
89283219b23ffff,2,Very Low (<5)
89283219b2fffff,2,Very Low (<5)
89283219b33ffff,2,Very Low (<5)
89283219c07ffff,2,Very Low (<5)
89283219bafffff,2,Very Low (<5)
89283219babffff,2,Very Low (<5)
8929a5618c3ffff,2,Very Low (<5)
8929a5618c7ffff,2,Very Low (<5)
8928342b473ffff,2,Very Low (<5)
8929a5618dbffff,2,Very Low (<5)
89283219b97ffff,2,Very Low (<5)
89283219b8fffff,2,Very Low (<5)
8928342b483ffff,2,Very Low (<5)
8928342b523ffff,2,Very Low (<5)
89283219b87ffff,2,Very Low (<5)
89283219b77ffff,2,Very Low (<5)
89283219b73ffff,2,Very Low (<5)
8929a561953ffff,2,Very Low (<5)
8928342b533ffff,2,Very Low (<5)
89283219b37ffff,2,Very Low (<5)
8929a561a53ffff,2,Very Low (<5)
8928342b663ffff,2,Very Low (<5)
8929a561a63ffff,2,Very Low (<5)
8929a561b4bffff,2,Very Low (<5)
8928321959bffff,2,Very Low (<5)
8929a561b57ffff,2,Very Low (<5)
8929a561b5bffff,2,Very Low (<5)
8929a561b63ffff,2,Very Low (<5)
8929a561b67ffff,2,Very Low (<5)
8929a561b6bffff,2,Very Low (<5)
8928342c047ffff,2,Very Low (<5)
8929a561b77ffff,2,Very Low (<5)
8929a561b7bffff,2,Very Low (<5)
8928342c087ffff,2,Very Low (<5)
8928342c0cbffff,2,Very Low (<5)
89283219583ffff,2,Very Low (<5)
8928321954fffff,2,Very Low (<5)
8928342c0cfffff,2,Very Low (<5)
892832194c7ffff,2,Very Low (<5)
892832194c3ffff,2,Very Low (<5)
8929a561bafffff,2,Very Low (<5)
8929a561b4fffff,2,Very Low (<5)
8929a561b47ffff,2,Very Low (<5)
8928342b66bffff,2,Very Low (<5)
8929a561b3bffff,2,Very Low (<5)
8929a561a6bffff,2,Very Low (<5)
8929a561a6fffff,2,Very Low (<5)
8929a561a7bffff,2,Very Low (<5)
89283219653ffff,2,Very Low (<5)
8929a561a8bffff,2,Very Low (<5)
8928342b67bffff,2,Very Low (<5)
8929a561aa3ffff,2,Very Low (<5)
8929a561aa7ffff,2,Very Low (<5)
8928342b6abffff,2,Very Low (<5)
8929a561abbffff,2,Very Low (<5)
8928342b6b7ffff,2,Very Low (<5)
8929a561ad3ffff,2,Very Low (<5)
8928321960bffff,2,Very Low (<5)
8928342b6c3ffff,2,Very Low (<5)
8929a561b0bffff,2,Very Low (<5)
892832195cfffff,2,Very Low (<5)
8928342b6d7ffff,2,Very Low (<5)
89283219c27ffff,2,Very Low (<5)
89283219c2bffff,2,Very Low (<5)
89283219c2fffff,2,Very Low (<5)
8929a5614c7ffff,2,Very Low (<5)
8929a561527ffff,2,Very Low (<5)
8928342a91bffff,2,Very Low (<5)
8928321a26bffff,2,Very Low (<5)
8928321a267ffff,2,Very Low (<5)
8928342a947ffff,2,Very Low (<5)
8929a40f0abffff,2,Very Low (<5)
8929a40f0a3ffff,2,Very Low (<5)
8929a40f04fffff,2,Very Low (<5)
8928342ab47ffff,2,Very Low (<5)
8929a5615d3ffff,2,Very Low (<5)
8929a5615d7ffff,2,Very Low (<5)
8929a40f043ffff,2,Very Low (<5)
8928342aba7ffff,2,Very Low (<5)
8928342abdbffff,2,Very Low (<5)
8928321a1a7ffff,2,Very Low (<5)
8928321a187ffff,2,Very Low (<5)
8928321a17bffff,2,Very Low (<5)
8928342a273ffff,2,Very Low (<5)
8928342a20fffff,2,Very Low (<5)
8928342adbbffff,2,Very Low (<5)
8929a5614a3ffff,2,Very Low (<5)
8928321a377ffff,2,Very Low (<5)
8928321a357ffff,2,Very Low (<5)
8928342986fffff,2,Very Low (<5)
8928321a347ffff,2,Very Low (<5)
8928342998fffff,2,Very Low (<5)
892834299d7ffff,2,Very Low (<5)
8928321a30fffff,2,Very Low (<5)
8928321a30bffff,2,Very Low (<5)
89283429a37ffff,2,Very Low (<5)
8928321a2d3ffff,2,Very Low (<5)
89283429abbffff,2,Very Low (<5)
89283429e4fffff,2,Very Low (<5)
89283429e83ffff,2,Very Low (<5)
8929a40f137ffff,2,Very Low (<5)
89283429e9bffff,2,Very Low (<5)
8929a56148fffff,2,Very Low (<5)
8928342a133ffff,2,Very Low (<5)
8928321a173ffff,2,Very Low (<5)
8928342b00bffff,2,Very Low (<5)
8928342b443ffff,2,Very Low (<5)
8929a40e383ffff,2,Very Low (<5)
89283219dc7ffff,2,Very Low (<5)
89283219dafffff,2,Very Low (<5)
8929a40e37bffff,2,Very Low (<5)
8928342b28fffff,2,Very Low (<5)
8928342b2b3ffff,2,Very Low (<5)
89283219d93ffff,2,Very Low (<5)
8929a561843ffff,2,Very Low (<5)
8928342b2cbffff,2,Very Low (<5)
8929a56184fffff,2,Very Low (<5)
8928342b383ffff,2,Very Low (<5)
89283219d7bffff,2,Very Low (<5)
89283219d13ffff,2,Very Low (<5)
8929a561873ffff,2,Very Low (<5)
8929a56187bffff,2,Very Low (<5)
89283219cdbffff,2,Very Low (<5)
89283219cb7ffff,2,Very Low (<5)
89283219cb3ffff,2,Very Low (<5)
89283219dcbffff,2,Very Low (<5)
8928342b0a3ffff,2,Very Low (<5)
8928321a163ffff,2,Very Low (<5)
8928342b08fffff,2,Very Low (<5)
8928321a157ffff,2,Very Low (<5)
8928321a14bffff,2,Very Low (<5)
8928321a143ffff,2,Very Low (<5)
8928321a137ffff,2,Very Low (<5)
8928321a123ffff,2,Very Low (<5)
8928321a11bffff,2,Very Low (<5)
8928321a10fffff,2,Very Low (<5)
8928321a0d3ffff,2,Very Low (<5)
8928342b047ffff,2,Very Low (<5)
8929a40e667ffff,2,Very Low (<5)
8928321a0afffff,2,Very Low (<5)
8928342b06bffff,2,Very Low (<5)
8928321a0a3ffff,2,Very Low (<5)
8928321a09bffff,2,Very Low (<5)
8928321a087ffff,2,Very Low (<5)
8928321a083ffff,2,Very Low (<5)
8929a40e62bffff,2,Very Low (<5)
892832194a7ffff,2,Very Low (<5)
8928342c1dbffff,2,Very Low (<5)
89283219483ffff,2,Very Low (<5)
8928342f1b7ffff,2,Very Low (<5)
892832185abffff,2,Very Low (<5)
8928342f42bffff,2,Very Low (<5)
8928342f4dbffff,2,Very Low (<5)
8928342f66bffff,2,Very Low (<5)
8928321852fffff,2,Very Low (<5)
8929a40dab7ffff,2,Very Low (<5)
8928321850fffff,2,Very Low (<5)
8929a40daafffff,2,Very Low (<5)
892832184d7ffff,2,Very Low (<5)
8929a40da93ffff,2,Very Low (<5)
892832184a3ffff,2,Very Low (<5)
8929a40da77ffff,2,Very Low (<5)
8929a40da6fffff,2,Very Low (<5)
8929a40da53ffff,2,Very Low (<5)
8928342f6d3ffff,2,Very Low (<5)
8928343103bffff,2,Very Low (<5)
89283218467ffff,2,Very Low (<5)
892832185b7ffff,2,Very Low (<5)
8928342f19bffff,2,Very Low (<5)
892834312c7ffff,2,Very Low (<5)
8928342f187ffff,2,Very Low (<5)
8928342dd6fffff,2,Very Low (<5)
892832188d7ffff,2,Very Low (<5)
892832188c7ffff,2,Very Low (<5)
8928342ddc7ffff,2,Very Low (<5)
8929a40dc3bffff,2,Very Low (<5)
8928321888bffff,2,Very Low (<5)
8928321882fffff,2,Very Low (<5)
8929a562043ffff,2,Very Low (<5)
8929a40dc27ffff,2,Very Low (<5)
8929a40dc1bffff,2,Very Low (<5)
8928342de0fffff,2,Very Low (<5)
892832186c3ffff,2,Very Low (<5)
8928321868bffff,2,Very Low (<5)
89283218673ffff,2,Very Low (<5)
89283218663ffff,2,Very Low (<5)
8929a40db3bffff,2,Very Low (<5)
89283218643ffff,2,Very Low (<5)
89283431053ffff,2,Very Low (<5)
892834312d3ffff,2,Very Low (<5)
8929a56200bffff,2,Very Low (<5)
89283439a03ffff,2,Very Low (<5)
8928321800fffff,2,Very Low (<5)
89283439a43ffff,2,Very Low (<5)
89283218003ffff,2,Very Low (<5)
89283217673ffff,2,Very Low (<5)
89283439ad3ffff,2,Very Low (<5)
89283439b57ffff,2,Very Low (<5)
89283439e53ffff,2,Very Low (<5)
89283439e57ffff,2,Very Low (<5)
8928343a01bffff,2,Very Low (<5)
8928343a053ffff,2,Very Low (<5)
8929a40d8d7ffff,2,Very Low (<5)
8928343a2cbffff,2,Very Low (<5)
8928343a2cfffff,2,Very Low (<5)
8929a40d897ffff,2,Very Low (<5)
8928343a42bffff,2,Very Low (<5)
8928343a523ffff,2,Very Low (<5)
8928343a527ffff,2,Very Low (<5)
89283439a13ffff,2,Very Low (<5)
89283439863ffff,2,Very Low (<5)
8928343140bffff,2,Very Low (<5)
89283439843ffff,2,Very Low (<5)
8928343364bffff,2,Very Low (<5)
89283218427ffff,2,Very Low (<5)
8928321834fffff,2,Very Low (<5)
8928321834bffff,2,Very Low (<5)
89283218343ffff,2,Very Low (<5)
892832182afffff,2,Very Low (<5)
892832182a3ffff,2,Very Low (<5)
8928343860bffff,2,Very Low (<5)
8928321819bffff,2,Very Low (<5)
892834389c3ffff,2,Very Low (<5)
8928321812fffff,2,Very Low (<5)
89283218123ffff,2,Very Low (<5)
89283218117ffff,2,Very Low (<5)
8929a562223ffff,2,Very Low (<5)
89283438b83ffff,2,Very Low (<5)
89283438e43ffff,2,Very Low (<5)
89283439587ffff,2,Very Low (<5)
8928321890bffff,2,Very Low (<5)
8929a40dc53ffff,2,Very Low (<5)
89283219457ffff,2,Very Low (<5)
8929a40de5bffff,2,Very Low (<5)
8929a40de37ffff,2,Very Low (<5)
89283219233ffff,2,Very Low (<5)
89283219223ffff,2,Very Low (<5)
8928321909bffff,2,Very Low (<5)
89283218eb3ffff,2,Very Low (<5)
89283218e93ffff,2,Very Low (<5)
89283218e83ffff,2,Very Low (<5)
89283218e77ffff,2,Very Low (<5)
89283218e4bffff,2,Very Low (<5)
89283218dd3ffff,2,Very Low (<5)
8929a40de1bffff,2,Very Low (<5)
8929a40de0bffff,2,Very Low (<5)
8929a40de03ffff,2,Very Low (<5)
8929a561d6bffff,2,Very Low (<5)
89283218d63ffff,2,Very Low (<5)
8928342c4bbffff,2,Very Low (<5)
89283218d3bffff,2,Very Low (<5)
8929a40de4fffff,2,Very Low (<5)
8929a561ccbffff,2,Very Low (<5)
89283218cb7ffff,2,Very Low (<5)
8929a561cbbffff,2,Very Low (<5)
89283219453ffff,2,Very Low (<5)
8928321942fffff,2,Very Low (<5)
89283219427ffff,2,Very Low (<5)
89283219423ffff,2,Very Low (<5)
8929a40dedbffff,2,Very Low (<5)
8928321938fffff,2,Very Low (<5)
8929a40deabffff,2,Very Low (<5)
8929a40dea7ffff,2,Very Low (<5)
8929a561c27ffff,2,Very Low (<5)
89283219267ffff,2,Very Low (<5)
8929a561c37ffff,2,Very Low (<5)
89283219263ffff,2,Very Low (<5)
8928342c453ffff,2,Very Low (<5)
8929a40de77ffff,2,Very Low (<5)
8929a561ca3ffff,2,Very Low (<5)
8929a561ca7ffff,2,Very Low (<5)
8929a561cafffff,2,Very Low (<5)
89283218d27ffff,2,Very Low (<5)
89283218ca7ffff,2,Very Low (<5)
8928321891bffff,2,Very Low (<5)
8928342dd13ffff,2,Very Low (<5)
8929a40dcbbffff,2,Very Low (<5)
89283218a27ffff,2,Very Low (<5)
89283218a0fffff,2,Very Low (<5)
89283218a03ffff,2,Very Low (<5)
8929a40dcb7ffff,2,Very Low (<5)
892832189b3ffff,2,Very Low (<5)
892832189abffff,2,Very Low (<5)
8929a561e97ffff,2,Very Low (<5)
8928321899bffff,2,Very Low (<5)
8928321898bffff,2,Very Low (<5)
89283218987ffff,2,Very Low (<5)
8928342dd67ffff,2,Very Low (<5)
8929a40dc6fffff,2,Very Low (<5)
8929a40dc6bffff,2,Very Low (<5)
8929a40dc63ffff,2,Very Low (<5)
89283218933ffff,2,Very Low (<5)
89283218923ffff,2,Very Low (<5)
8929a40dcd7ffff,2,Very Low (<5)
89283218a33ffff,2,Very Low (<5)
89283218c4bffff,2,Very Low (<5)
89283218a3bffff,2,Very Low (<5)
89283218c37ffff,2,Very Low (<5)
89283218bcbffff,2,Very Low (<5)
89283218b6bffff,2,Very Low (<5)
89283218b53ffff,2,Very Low (<5)
89283218b4bffff,2,Very Low (<5)
89283218b43ffff,2,Very Low (<5)
8929a561dc7ffff,2,Very Low (<5)
8929a40dd87ffff,2,Very Low (<5)
8929a40dd83ffff,2,Very Low (<5)
8929a561ddbffff,2,Very Low (<5)
89283218b03ffff,2,Very Low (<5)
89283218ad7ffff,2,Very Low (<5)
8928342d83bffff,2,Very Low (<5)
89283218a77ffff,2,Very Low (<5)
8928342d8cbffff,2,Very Low (<5)
8929a40dd4bffff,2,Very Low (<5)
8928342d997ffff,2,Very Low (<5)
8928321342fffff,2,Very Low (<5)
8928321342bffff,2,Very Low (<5)
89283213423ffff,2,Very Low (<5)
89283455907ffff,2,Very Low (<5)
892834556cbffff,2,Very Low (<5)
892832106b7ffff,2,Very Low (<5)
892834556cfffff,2,Very Low (<5)
89283210697ffff,2,Very Low (<5)
892834556d3ffff,2,Very Low (<5)
89283210687ffff,2,Very Low (<5)
8928321067bffff,2,Very Low (<5)
8928345582fffff,2,Very Low (<5)
89283455927ffff,2,Very Low (<5)
8928321340bffff,2,Very Low (<5)
8928345592fffff,2,Very Low (<5)
8928321058fffff,2,Very Low (<5)
89283210563ffff,2,Very Low (<5)
8928321055bffff,2,Very Low (<5)
89283210553ffff,2,Very Low (<5)
89283210533ffff,2,Very Low (<5)
892832104cbffff,2,Very Low (<5)
8928321047bffff,2,Very Low (<5)
89283455623ffff,2,Very Low (<5)
892832106d3ffff,2,Very Low (<5)
892832106d7ffff,2,Very Low (<5)
8928321080bffff,2,Very Low (<5)
8928345510fffff,2,Very Low (<5)
8928321097bffff,2,Very Low (<5)
892834551afffff,2,Very Low (<5)
8928345524fffff,2,Very Low (<5)
89283455277ffff,2,Very Low (<5)
8928321089bffff,2,Very Low (<5)
8928345536fffff,2,Very Low (<5)
8928321087bffff,2,Very Low (<5)
89283210877ffff,2,Very Low (<5)
8928321086fffff,2,Very Low (<5)
8928321086bffff,2,Very Low (<5)
89283210857ffff,2,Very Low (<5)
89283210847ffff,2,Very Low (<5)
89283210843ffff,2,Very Low (<5)
89283210833ffff,2,Very Low (<5)
89283455373ffff,2,Very Low (<5)
89283210813ffff,2,Very Low (<5)
8929a409cd7ffff,2,Very Low (<5)
8928321045bffff,2,Very Low (<5)
89283210457ffff,2,Very Low (<5)
89283456407ffff,2,Very Low (<5)
8928345640fffff,2,Very Low (<5)
8928345642bffff,2,Very Low (<5)
8928320f693ffff,2,Very Low (<5)
8929a409c4bffff,2,Very Low (<5)
8928320f617ffff,2,Very Low (<5)
89283456467ffff,2,Very Low (<5)
8928345656bffff,2,Very Low (<5)
892834568a7ffff,2,Very Low (<5)
89283456993ffff,2,Very Low (<5)
8929a409c13ffff,2,Very Low (<5)
892834569d3ffff,2,Very Low (<5)
8928320f49bffff,2,Very Low (<5)
8928320f497ffff,2,Very Low (<5)
89283456d0fffff,2,Very Low (<5)
89283456d3bffff,2,Very Low (<5)
89283457343ffff,2,Very Low (<5)
8928345737bffff,2,Very Low (<5)
8929a5682dbffff,2,Very Low (<5)
8928345609bffff,2,Very Low (<5)
89283210453ffff,2,Very Low (<5)
89283456097ffff,2,Very Low (<5)
8928321044fffff,2,Very Low (<5)
8928321044bffff,2,Very Low (<5)
89283210447ffff,2,Very Low (<5)
89283210443ffff,2,Very Low (<5)
8929a409cc3ffff,2,Very Low (<5)
8928345595bffff,2,Very Low (<5)
8929a409cb7ffff,2,Very Low (<5)
89283455967ffff,2,Very Low (<5)
892832102cbffff,2,Very Low (<5)
8928321025bffff,2,Very Low (<5)
89283456087ffff,2,Very Low (<5)
8929a409c9bffff,2,Very Low (<5)
8929a409c83ffff,2,Very Low (<5)
89283210193ffff,2,Very Low (<5)
89283210187ffff,2,Very Low (<5)
89283456093ffff,2,Very Low (<5)
89283210167ffff,2,Very Low (<5)
89283454a87ffff,2,Very Low (<5)
89283454a73ffff,2,Very Low (<5)
89283210a07ffff,2,Very Low (<5)
89283453457ffff,2,Very Low (<5)
89283211103ffff,2,Very Low (<5)
892832110cbffff,2,Very Low (<5)
892832110c3ffff,2,Very Low (<5)
892832110bbffff,2,Very Low (<5)
892832110b7ffff,2,Very Low (<5)
8928345345bffff,2,Very Low (<5)
892832110a7ffff,2,Very Low (<5)
89283211097ffff,2,Very Low (<5)
8928321108fffff,2,Very Low (<5)
8928321108bffff,2,Very Low (<5)
89283211087ffff,2,Very Low (<5)
89283211083ffff,2,Very Low (<5)
89283211077ffff,2,Very Low (<5)
89283453487ffff,2,Very Low (<5)
8928321106bffff,2,Very Low (<5)
89283211067ffff,2,Very Low (<5)
89283211053ffff,2,Very Low (<5)
89283211107ffff,2,Very Low (<5)
89283453453ffff,2,Very Low (<5)
892834534d3ffff,2,Very Low (<5)
892834533bbffff,2,Very Low (<5)
892832111abffff,2,Very Low (<5)
8928345319bffff,2,Very Low (<5)
89283453237ffff,2,Very Low (<5)
8928345324bffff,2,Very Low (<5)
8928321119bffff,2,Very Low (<5)
8928345328bffff,2,Very Low (<5)
8928321117bffff,2,Very Low (<5)
89283211177ffff,2,Very Low (<5)
89283211173ffff,2,Very Low (<5)
89283453307ffff,2,Very Low (<5)
89283453363ffff,2,Very Low (<5)
89283211143ffff,2,Very Low (<5)
89283211137ffff,2,Very Low (<5)
892834533a7ffff,2,Very Low (<5)
8928321112bffff,2,Very Low (<5)
89283211123ffff,2,Very Low (<5)
8928321111bffff,2,Very Low (<5)
8928321104bffff,2,Very Low (<5)
892834534dbffff,2,Very Low (<5)
89283210a37ffff,2,Very Low (<5)
89283210dcfffff,2,Very Low (<5)
89283210ccfffff,2,Very Low (<5)
892834536afffff,2,Very Low (<5)
89283210ca3ffff,2,Very Low (<5)
89283210c6bffff,2,Very Low (<5)
8929a409e7bffff,2,Very Low (<5)
8929a409e77ffff,2,Very Low (<5)
8929a409e6bffff,2,Very Low (<5)
892834545c7ffff,2,Very Low (<5)
8928345460fffff,2,Very Low (<5)
892834546abffff,2,Very Low (<5)
89283454857ffff,2,Very Low (<5)
89283210b93ffff,2,Very Low (<5)
89283210b43ffff,2,Very Low (<5)
89283210b37ffff,2,Very Low (<5)
89283210b13ffff,2,Very Low (<5)
89283454a57ffff,2,Very Low (<5)
89283210a57ffff,2,Very Low (<5)
892834536a7ffff,2,Very Low (<5)
89283210e03ffff,2,Very Low (<5)
8928321102fffff,2,Very Low (<5)
89283210e2fffff,2,Very Low (<5)
8929a40a313ffff,2,Very Low (<5)
89283211027ffff,2,Very Low (<5)
8929a56800fffff,2,Very Low (<5)
8929a56801bffff,2,Very Low (<5)
8928321101bffff,2,Very Low (<5)
8929a40a1b7ffff,2,Very Low (<5)
89283211017ffff,2,Very Low (<5)
89283211013ffff,2,Very Low (<5)
8928321100bffff,2,Very Low (<5)
89283211003ffff,2,Very Low (<5)
89283453657ffff,2,Very Low (<5)
89283210eabffff,2,Very Low (<5)
89283210ea7ffff,2,Very Low (<5)
89283210e9bffff,2,Very Low (<5)
89283210e8fffff,2,Very Low (<5)
89283210e83ffff,2,Very Low (<5)
89283210e73ffff,2,Very Low (<5)
8929a409babffff,2,Very Low (<5)
892834573c7ffff,2,Very Low (<5)
8928346000bffff,2,Very Low (<5)
892834632b7ffff,2,Very Low (<5)
8929a40910fffff,2,Very Low (<5)
8929a409043ffff,2,Very Low (<5)
89283463313ffff,2,Very Low (<5)
89283463317ffff,2,Very Low (<5)
89283463333ffff,2,Very Low (<5)
8928346333bffff,2,Very Low (<5)
89283463357ffff,2,Very Low (<5)
8928320e80bffff,2,Very Low (<5)
8928320e803ffff,2,Very Low (<5)
8928320e5d7ffff,2,Very Low (<5)
8929a408ebbffff,2,Very Low (<5)
8929a408eb3ffff,2,Very Low (<5)
8929a408ea7ffff,2,Very Low (<5)
8928320e56fffff,2,Very Low (<5)
89283463373ffff,2,Very Low (<5)
89283463383ffff,2,Very Low (<5)
8929a408e8fffff,2,Very Low (<5)
8928320e847ffff,2,Very Low (<5)
8928320e867ffff,2,Very Low (<5)
8928320e38fffff,2,Very Low (<5)
8928320e87bffff,2,Very Low (<5)
8928320e94bffff,2,Very Low (<5)
892834630cfffff,2,Very Low (<5)
8928320e943ffff,2,Very Low (<5)
8928320e937ffff,2,Very Low (<5)
8928320e933ffff,2,Very Low (<5)
8928320e91bffff,2,Very Low (<5)
8928320e917ffff,2,Very Low (<5)
8928320e913ffff,2,Very Low (<5)
8928320e903ffff,2,Very Low (<5)
8928320e8dbffff,2,Very Low (<5)
89283463257ffff,2,Very Low (<5)
8929a4091c7ffff,2,Very Low (<5)
8929a4091abffff,2,Very Low (<5)
8928320e89bffff,2,Very Low (<5)
8928346326bffff,2,Very Low (<5)
892834632a7ffff,2,Very Low (<5)
8928320e883ffff,2,Very Low (<5)
8928320e3a3ffff,2,Very Low (<5)
