fips,lc_type,bldgtype,freq
6077,urban+shrub,H,0.0006077116512992456
6077,forest,S,0.00037720033528918694
6077,shrub,H,0.0003562447611064543
6077,forest,C,0.0003143336127409891
6077,urban+grass,C,0.0003143336127409891
6077,crop,C,0.0002933780385582565
6077,urban+grass,H,0.00020955574182732607
6077,shrub,C,0.00014668901927912824
6077,urban+grass,S,0.00012573344509639564
6077,urban+shrub,C,0.00012573344509639564
6077,urban+shrub,S,8.382229673093043e-05
6077,shrub,S,6.286672254819782e-05
6077,urban+barren,C,4.191114836546522e-05
6075,urban,M,0.347974951570032
6075,urban,W,0.3465783664459161
6075,urban,C,0.16065234040636123
6075,urban,S,0.0967247826282831
6075,urban+forest,W,0.018876424742082263
6075,urban+forest,M,0.016128305626886517
6075,urban+shrub,W,0.0021174032526918053
6075,urban+shrub,M,0.0020723521196558095
6075,urban+barren,W,0.0018020453214398341
6075,urban+forest,C,0.0017119430553678425
6075,urban+barren,M,0.001576789656259855
6075,urban+forest,S,0.000630715862503942
6075,barren,W,0.0005856647294679461
6075,barren,C,0.0005406135964319503
6075,urban,H,0.0004054601973239627
6075,urban+barren,C,0.0004054601973239627
6075,barren,M,0.00036040906428796683
